product_id,name,rating,rating_count,num_flowers,aroma,composition_flowers,target_price,bonus,city
5300,Букет из 51 розы микс 35-40 см (Кения) под атласную ленту,5.0,8,51,яркий,роза,3280.0,164,Москва
3469,Букет из 51 красной розы 35-40 см (Кения) под ленту,4.6,590,51,яркий,роза,3290.0,165,Москва
4657,Букет из 25 альстромерий нежный микс под ленту,5.0,171,25,без запаха,альстромерия,3820.0,191,Москва
3265,Букет из 101 розы яркий микс 35-40 см (Кения),5.0,812,101,яркий,роза,7140.0,357,Москва
3982,Букет из 25 розовых гвоздик в стильной упаковке,4.7,599,25,сладкий,гвоздика,3290.0,165,Москва
5643,Букет из 35 красных роз (Кения) 50 см под ленту,4.7,165,35,яркий,роза,4170.0,209,Москва
4007,Букет из 101 розы нежный микс 35-40 см (Россия) под ленту,4.8,753,101,классический,роза,7140.0,357,Москва
4989,Букет из 51 альстромерий микс под ленту,5.0,4,51,без запаха,альстромерия,6590.0,330,Москва
2937,Букет из 35 роз микс 35-40 см (Кения) под атласную ленту,4.7,838,35,яркий,роза,3170.0,159,Москва
1881,Букет из 15 гербер стандарт микс в стильной упаковке,4.5,536,15,свежий,гербера,3390.0,170,Москва
5647,Букет из 51 красной розы (Кения) 50 см под ленту,4.6,185,51,яркий,роза,5160.0,258,Москва
4699,Букет из 51 розовой розы 35-40 см (Россия) под ленту,5.0,449,51,классический,роза,3610.0,181,Москва
4987,Букет из 15 альстромерий микс под ленту,5.0,166,15,без запаха,альстромерия,3390.0,170,Москва
4821,Букет из 101 белой розы 35-40 см (Россия) под ленту,5.0,3,101,классический,роза,7140.0,357,Москва
1680,Букет из 25 гербер стандарт микс в стильной упаковке,4.8,530,25,свежий,гербера,5965.0,299,Москва
5251,Букет из 101 альстромерии микс под ленту,4.6,168,101,без запаха,альстромерия,11990.0,600,Москва
5488,Букет из 35 альстромерий микс под атласную ленту,5.0,51,35,без запаха,альстромерия,4940.0,247,Москва
3981,Букет из 51 розовой и белой гвоздики в стильной упаковке,4.5,413,51,сладкий,гвоздика,5490.0,275,Москва
3527,Букет из 51 красной и белой розы микс 35-40 см (Кения) под ленту,4.7,714,51,яркий,роза,3610.0,181,Москва
3468,Букет из 101 красной розы 35-40 см (Кения) под ленту,5.0,1004,101,яркий,роза,7140.0,357,Москва
3528,Букет из 101 красной и белой розы микс 35-40 см (Кения) под ленту,4.9,691,101,яркий,роза,7140.0,357,Москва
4641,Букет из 101 белой и кремовой розы 35-40 см (Россия) под ленту,5.0,386,101,классический,роза,7140.0,357,Москва
3979,Букет из 25 розовых и белых гвоздик в стильной упаковке,5.0,315,25,сладкий,гвоздика,3290.0,165,Москва
4675,Букет из 51 кремовой розы 35-40 см (Россия) под ленту,5.0,5,51,классический,роза,3610.0,181,Москва
4693,Букет из 101 розовой розы 35-40 см (Россия) под ленту,5.0,331,101,классический,роза,7140.0,357,Москва
4643,Букет из 101 розы 35-40 см (Россия) в пастельных тонах под ленту,4.8,5,101,классический,роза,7140.0,357,Москва
2508,Букет из 51 розы нежный микс 35-40 см (Россия) под атласную ленту,5.0,623,51,классический,роза,3610.0,181,Москва
4673,Букет из 51 белой розы 35-40 см (Россия) под ленту,5.0,8,51,классический,роза,3610.0,181,Москва
5330,Букет цветов Душевное тепло     S,4.7,187,7,яркий,роза,1407.0,71,Москва
5006,Букет из 35 роз (Россия) с красной розой в центре под атласную ленту  35-40см,4.9,139,35,классический,роза,4032.0,202,Москва
5300,Букет из 51 розы микс 35-40 см (Кения) под атласную ленту,5.0,8,51,яркий,роза,3280.0,164,Москва
2066,Букет цветов Тепло,4.5,789,9,яркий,роза,1376.0,69,Москва
3469,Букет из 51 красной розы 35-40 см (Кения) под ленту,4.6,590,51,яркий,роза,3290.0,165,Москва
3265,Букет из 101 розы яркий микс 35-40 см (Кения),5.0,812,101,яркий,роза,7140.0,357,Москва
5479,Букет из красных роз 35-40 см (Кения) в упаковке    9 шт,4.7,171,9,яркий,роза,1491.0,75,Москва
5643,Букет из 35 красных роз (Кения) 50 см под ленту,4.7,165,35,яркий,роза,4170.0,209,Москва
4007,Букет из 101 розы нежный микс 35-40 см (Россия) под ленту,4.8,753,101,классический,роза,7140.0,357,Москва
5361,Букет цветов Нежные объятия    S,5.0,2,7,яркий,роза,1407.0,71,Москва
5007,Букет из 35 белых и красных роз (Россия) под атласную ленту  35-40см,4.3,124,35,классический,роза,5024.0,252,Москва
2937,Букет из 35 роз микс 35-40 см (Кения) под атласную ленту,4.7,838,35,яркий,роза,3170.0,159,Москва
5475,Букет из красных и розовых роз (Кения) 35-40 см под ленту     15 шт,4.8,192,15,яркий,роза,3103.0,156,Москва
5647,Букет из 51 красной розы (Кения) 50 см под ленту,4.6,185,51,яркий,роза,5160.0,258,Москва
4699,Букет из 51 розовой розы 35-40 см (Россия) под ленту,5.0,449,51,классический,роза,3610.0,181,Москва
5418,Букет из роз premium 40-50 см (Эквадор) под ленту       5 шт,4.8,187,5,яркий,роза,2242.0,113,Москва
4821,Букет из 101 белой розы 35-40 см (Россия) под ленту,5.0,3,101,классический,роза,7140.0,357,Москва
5051,Букет цветов Знак любви,4.6,169,11,яркий,роза,1806.0,91,Москва
5362,Букет цветов Улыбка любимой    S,5.0,3,9,яркий,роза,1607.0,81,Москва
5704,Букет из 15 кремовых роз 35-40 см (Россия) под атласную ленту,4.6,165,15,классический,роза,2939.0,147,Москва
5701,Букет из 15 кремовых роз 35-40 см (Россия) в упаковке,4.6,154,15,классический,роза,3103.0,156,Москва
5706,Букет из 35 кремовых роз (Россия) 35-40 см под атласную ленту,4.8,185,35,классический,роза,4032.0,202,Москва
5705,Букет из 25 кремовых роз 35-40 см (Россия) под атласную ленту,4.8,185,25,классический,роза,4074.0,204,Москва
5702,Букет из 25 кремовой розы 35-40 см (Россия) в упаковке,4.8,185,25,классический,роза,4652.0,233,Москва
5703,Букет из 35 кремовых роз (Россия) 35-40 см в упаковке,4.7,168,35,классический,роза,5303.0,266,Москва
3743,Букет из 15 роз яркий микс premium 40-50 см (Эквадор) в стильной упаковке,5.0,483,15,яркий,роза,5297.0,265,Москва
4822,Букет из 101 красной розы (Россия) под ленту 35-40 см,5.0,2,101,классический,роза,13178.0,659,Москва
3527,Букет из 51 красной и белой розы микс 35-40 см (Кения) под ленту,4.7,714,51,яркий,роза,3610.0,181,Москва
3507,Букет из 101 белой розы 35-40 см (Кения) в стильной упаковке,4.5,918,101,яркий,роза,10269.0,514,Москва
3465,Букет из 51 красной розы 35-40 см (Кения) в стильной упаковке,4.9,754,51,классический,роза,7025.0,352,Москва
3468,Букет из 101 красной розы 35-40 см (Кения) под ленту,5.0,1004,101,яркий,роза,7140.0,357,Москва
5478,Букет из белых роз 35-40 см (Кения) в упаковке   9 шт,4.6,188,9,яркий,роза,1376.0,69,Москва
3749,Букет цветов Дорогая,4.8,812,5,яркий,роза,2363.0,119,Москва
5331,Букет цветов Яркие воспоминания     S,4.7,191,9,яркий,роза,2510.0,126,Москва
3124,Букет из 25 белой розы 35-40 см (Кения) в дизайнерской упаковке,4.9,685,25,яркий,роза,2709.0,136,Москва
3747,Букет из 7 розовых роз premium 40-50 см (Эквадор) в стильной упаковке,4.8,947,7,яркий,роза,2914.0,146,Москва
5472,Букет из белых роз (Кения) 35-40 см под ленту     15 шт,4.9,200,15,яркий,роза,2930.0,147,Москва
5473,Букет из красных роз (Кения) 35-40 см под ленту     15 шт,4.8,191,15,яркий,роза,3103.0,156,Москва
5477,Букет из красных и розовых роз (Кения) 35-40 см в упаковке     15 шт,4.8,197,15,яркий,роза,3565.0,179,Москва
3672,Букет цветов Нежность,4.7,654,9,яркий,роза,3581.0,180,Москва
5004,Букет из 35 белых и кремовых роз  35-40см (Россия) под атласную ленту,4.7,160,35,классический,роза,4032.0,202,Москва
5003,Букет из 35 белых роз (Россия) под атласную ленту  35-40см,4.2,158,35,классический,роза,4032.0,202,Москва
4842,Букет из 25 красных роз (Россия) под атласную ленту  35-40 см (на фото),5.0,2,25,классический,роза,4263.0,214,Москва
5046,Букет из 25 роз в пастельных тонах 35-40 см (Россия) в упаковке,4.5,155,25,классический,роза,4652.0,233,Москва
5001,Букет из 35 красных роз (Россия) под атласную ленту  35-40см,4.5,136,35,классический,роза,5024.0,252,Москва
3668,Букет цветов  Новые чувства,4.9,927,15,яркий,роза,5297.0,265,Москва
5310,Букет цветов Важный момент,4.6,167,9,яркий,"роза, эвкалипт",5607.0,281,Москва
5045,Букет из 51 розы в пастельных тонах 35-40 см (Россия) в упаковке,4.6,137,51,классический,роза,6573.0,329,Москва
5312,Букет цветов Улыбка любви,4.7,166,15,яркий,роза,6914.0,346,Москва
2060,Букет из 25 роз premium яркий микс 40-50 см (Эквадор) в упаковке,4.5,572,25,яркий,роза,7712.0,386,Москва
3739,Букет из 51 роз яркий микс premium 40-50 см (Эквадор) в стильной упаковке,4.9,744,51,яркий,роза,15110.0,756,Москва
3678,Букет цветов Только ты,4.9,470,51,яркий,роза,15110.0,756,Москва
3528,Букет из 101 красной и белой розы микс 35-40 см (Кения) под ленту,4.9,691,101,яркий,роза,7140.0,357,Москва
4641,Букет из 101 белой и кремовой розы 35-40 см (Россия) под ленту,5.0,386,101,классический,роза,7140.0,357,Москва
4675,Букет из 51 кремовой розы 35-40 см (Россия) под ленту,5.0,5,51,классический,роза,3610.0,181,Москва
4693,Букет из 101 розовой розы 35-40 см (Россия) под ленту,5.0,331,101,классический,роза,7140.0,357,Москва
4643,Букет из 101 розы 35-40 см (Россия) в пастельных тонах под ленту,4.8,5,101,классический,роза,7140.0,357,Москва
5000,Букет из 35 розовых роз (Россия) под атласную ленту  35-40см,4.7,136,35,классический,роза,5024.0,252,Москва
2508,Букет из 51 розы нежный микс 35-40 см (Россия) под атласную ленту,5.0,623,51,классический,роза,3610.0,181,Москва
3671,Букет из 5 белых роз premium 40-50 см (Эквадор) в стильной упаковке,5.0,823,5,яркий,роза,2363.0,119,Москва
5476,Букет из белых и красных роз (Кения) 35-40 см в упаковке      11 шт,4.8,190,11,яркий,роза,2720.0,136,Москва
3746,Букет из 7 белых роз premium 40-50 см (Эквадор) в стильной упаковке,4.9,707,7,яркий,роза,2914.0,146,Москва
3461,Букет из 25 красных роз 35-40 см (Кения) в стильной упаковке,4.9,903,25,яркий,роза,2993.0,150,Москва
2871,Букет из 15 белых роз 35-40 см (Россия) в стильной упаковке,4.6,972,15,классический,роза,3103.0,156,Москва
5474,Букет из белых и красных роз (Кения) 35-40 см под ленту     15 шт,4.6,167,15,яркий,роза,3103.0,156,Москва
5487,Букет из 15 красных роз (Россия) в упаковке  35-40 см,4.7,169,15,классический,роза,3276.0,164,Москва
2512,Букет из 7 красных роз premium 60-70см (Эквадор) в упаковке,4.6,982,7,яркий,роза,3518.0,176,Москва
3745,Букет из 9 розовых роз premium 40-50 см (Эквадор) в стильной упаковке,4.9,558,9,яркий,роза,3581.0,180,Москва
4673,Букет из 51 белой розы 35-40 см (Россия) под ленту,5.0,8,51,классический,роза,3610.0,181,Москва
3670,Букет из 7 красных роз premium 70-80 см (Эквадор) в стильной упаковке,4.9,729,7,яркий,роза,3759.0,188,Москва
3744,Букет из 9 красных роз premium 40-50 см (Эквадор) в стильной упаковке,5.0,649,9,яркий,роза,3791.0,190,Москва
5482,Букет из желтых роз 35-40 см (Россия) под ленту   35 шт,4.9,191,35,классический,роза,4032.0,202,Москва
4841,Букет из 25 белых роз (Россия) под атласную ленту 35-40 см,4.5,2,25,классический,роза,4074.0,204,Москва
5484,Букет из оранжевых роз 35-40 см (Россия) под ленту   25 шт,4.7,180,25,классический,роза,4074.0,204,Москва
3942,Букет из 25 малиновых роз 35-40 см  (Россия) под атласную ленту,4.6,743,25,классический,роза,4358.0,218,Москва
4681,Букет из 51 желтой и оранжевой 35-40 см (Россия) под атласную ленту,5.0,1,51,классический,роза,4610.0,231,Москва
4697,Букет из 51 красной и белой розы 35-40 см (Россия) под ленту,5.0,2,51,классический,роза,4610.0,231,Москва
4696,Букет из 51 красной и розовой розы 35-40 см (Россия) под ленту,5.0,3,51,классический,роза,4610.0,231,Москва
4700,Букет из 51 красной махровой розы 35-40 см (Россия) под атласную ленту,5.0,367,51,классический,роза,4610.0,231,Москва
4698,Букет из 51 нежно-розовой и белой розы 35-40 см (Россия) под ленту,5.0,305,51,классический,роза,4610.0,231,Москва
4677,Букет из 51 розы 35-40 см (Россия) в пастельных тонах под ленту,5.0,385,51,классический,роза,4610.0,231,Москва
4674,Букет из 51 розы 35-40 см (Россия) с красной розой в центре,5.0,1,51,классический,роза,4610.0,231,Москва
3944,Букет из 51 розы светлый микс 35-40 см  (Россия) под атласную ленту,4.7,977,51,классический,роза,4610.0,231,Москва
3946,Букет из 51 розы яркий микс (Россия) под атласную ленту 35-40 см,4.8,799,51,классический,роза,4610.0,231,Москва
1867,Букет из 25 белых роз 35-40 см (Россия) в матовой пленке,4.8,770,25,классический,роза,4652.0,233,Москва
1139,Букет из 25 розовых роз 35-40 см (Россия),4.9,593,25,классический,роза,4652.0,233,Москва
5483,Букет из желтых роз 35-40 см (Россия) в упаковке    25 шт,4.6,160,25,классический,роза,4652.0,233,Москва
5485,Букет из оранжевых роз 35-40 см (Россия) в упаковке    25 шт,4.8,200,25,классический,роза,4652.0,233,Москва
3075,Букет из 15 белых роз 40-50 см (Эквадор) в стильной упаковке,4.6,958,15,яркий,роза,5297.0,265,Москва
3506,Букет из 35 белых роз 35-40 см (Кения) в стильной упаковке,4.6,514,35,яркий,роза,5303.0,266,Москва
2869,Букет из 35 белых роз 35-40 см (Россия) в дизайнерской упаковке,5.0,711,35,классический,роза,5303.0,266,Москва
3677,Букет из 15 красных роз premium 40-50 см (Эквадор) в стильной упаковке,4.7,955,15,яркий,роза,5528.0,277,Москва
3464,Букет из 35 красных роз 35-40 см (Кения) в пленке,4.7,601,35,яркий,роза,5723.0,287,Москва
3940,Букет из 35 малиновых роз 35-40 см (Россия) в стильной упаковке,4.8,884,35,классический,роза,5723.0,287,Москва
4679,Букет из 51 красной розы 35-40 см (Россия) под ленту,5.0,3,51,классический,роза,6342.0,318,Москва
3943,Букет из 51 малиновой розы 35-40 (Россия) под атласную ленту,4.8,858,51,классический,роза,6342.0,318,Москва
4678,Букет из 51 розы 35-40 см (Россия) с белой розой в центре,5.0,2,51,классический,роза,6342.0,318,Москва
3123,Букет из 51 белых роз 35-40 см (Кения) в стильной упаковке,4.7,748,51,яркий,роза,6573.0,329,Москва
3947,Букет из 51 розы яркий микс 35-40 см (Россия) в стильной упаковке,4.7,629,51,классический,роза,6573.0,329,Москва
2153,Букет из 15 premium роз 60-70 см микс (Эквадор) в упаковке,4.7,689,15,яркий,роза,6626.0,332,Москва
2155,Букет из 15 белых роз premium 60-70 см (Эквадор) в упаковке,4.9,786,15,яркий,роза,6626.0,332,Москва
3941,Букет из 51 малиновой розы 35-40 см (Россия) в стильной упаковке,4.9,808,51,классический,роза,7025.0,352,Москва
1875,Букет из 21 малиновых роз 40-50 см (Эквадор) с рускусом,4.7,943,21,яркий,роза,7718.0,386,Москва
4644,Букет из 101 белой и розовой розы 35-40 см (Россия) под ленту,5.0,75,101,классический,роза,9230.0,462,Москва
3924,Букет из 101 кремовой розы 35-40 см (Россия) под ленту,4.7,944,101,классический,роза,9230.0,462,Москва
1713,Букет из 101 розы нежный микс 35-40 см (Кения)  под ленту,5.0,890,101,яркий,роза,9230.0,462,Москва
4006,Букет из 101 розы яркий микс 35-40 см (Россия) под ленту,4.9,862,101,классический,роза,9230.0,462,Москва
4400,Букет цветов Струны души   S,5.0,677,15,,"роза, хризантема",9461.0,474,Москва
1955,Букет из 25 алых роз 60-70 см (Эквадор) Нина,4.9,639,25,яркий,роза,9566.0,479,Москва
3675,Букет из 25 красных роз premium 60-70 см (Эквадор) в стильной упаковке,4.9,776,25,яркий,роза,10138.0,507,Москва
2885,Букет из 101 белой розы 35-40 см (Россия) в стильной упаковке,4.5,811,101,классический,роза,10269.0,514,Москва
2884,Букет из 101 кремовой розы 35-40 см (Россия) в стильной упаковке,4.5,892,101,классический,роза,10269.0,514,Москва
4010,Букет из 101 розы нежный микс 35-40 см (Россия) в стильной упаковке,4.7,673,101,классический,роза,10269.0,514,Москва
4013,Букет из 101 розы яркий микс 35-40 см (Россия) в стильной упаковке,4.9,710,101,классический,роза,10269.0,514,Москва
4005,Букет из 101 малиновой розы 35-40 см (Россия) под ленту,5.0,729,101,классический,роза,10385.0,520,Москва
1996,Букет из 35 малиновых роз 40-50 см (Эквадор) в упаковке,4.6,923,35,яркий,роза,10584.0,530,Москва
3741,Букет из 35 роз яркий микс premium 40-50 см (Эквадор) в стильной упаковке,4.9,460,35,яркий,роза,10584.0,530,Москва
3466,Букет из 101 красной розы 35-40 см (Кения) в стильной упаковке,4.6,964,101,яркий,роза,11424.0,572,Москва
4014,Букет из 101 малиновой розы 35-40 см (Россия) в стильной упаковке,5.0,925,101,классический,роза,11424.0,572,Москва
2082,Букет из 51 белой розы premium 40-50 см (Эквадор) в модной упаковке,5.0,603,51,яркий,роза,15110.0,756,Москва
3679,Букет из 51 красных роз premium 60-70 см (Эквадор) в стильной упаковке,4.8,940,51,яркий,роза,19829.0,992,Москва
2149,Букет из 101 premium розы 60-70 см микс (Эквадор) в упаковке,4.9,938,101,яркий,роза,36152.0,1808,Москва
2146,Букет из 101 белой розы premium 60-70 см (Эквадор) в нежной упаковке,4.5,953,101,яркий,роза,36152.0,1808,Москва
2085,Букет из 101 красной premium розы 70-80 см (Эквадор) в упаковке,4.6,998,101,яркий,роза,38252.0,1913,Москва
3669,Букет из 5 красных роз premium 40-50 см (Эквадор) в стильной упаковке,4.8,890,5,яркий,роза,2478.0,124,Москва
2003,Букет из 25 роз 40-50 см (Эквадор) premium с зеленью,4.9,602,25,яркий,"роза, эвкалипт",8694.0,435,Москва
2509,Букет из 9 красных высоких роз premium 60-70 см (Эквадор) в стильной упаковке,4.5,771,9,яркий,роза,4631.0,232,Москва
2080,Букет из 25 красной premium розы 40-50 см (Эквадор) в упаковке,4.5,921,25,яркий,роза,8290.0,415,Москва
2083,Букет из 51 красной розы premium 40-50 см (Эквадор) в упаковке,4.9,690,51,яркий,роза,16296.0,815,Москва
2040,Букет из 25 белых роз 60-70 см (Эквадор) Vendella,4.7,615,25,яркий,роза,9618.0,481,Москва
5554,Букет из 5 хризантем Бакарди в стильной упаковке,4.8,188,5,сладкий,хризантема,2069.0,104,Москва
3577,Букет из 3 белых кустовых хризантем в стильной упаковке,4.6,685,3,сладкий,хризантема,1733.0,87,Москва
5555,Букет из 9 хризантем Бакарди в стильной упаковке,4.8,186,9,сладкий,хризантема,3801.0,191,Москва
2396,Букет из 5 кустовых хризантем Балтика микс в стильной упаковке,4.7,920,5,сладкий,хризантема,2426.0,122,Москва
3588,Букет из 15 кустовых хризантем микс в стильной упаковке,4.7,879,15,сладкий,хризантема,5996.0,300,Москва
5556,Букет из 11 хризантем Бакарди в стильной упаковке,4.7,199,11,сладкий,хризантема,4494.0,225,Москва
3583,Букет из 7 кустовых хризантем микс в стильной упаковке,4.5,912,7,сладкий,хризантема,3108.0,156,Москва
3585,Букет из 9 белых кустовых хризантем в стильной упаковке,4.8,691,9,сладкий,хризантема,3801.0,191,Москва
5301,Букет из 11 белых кустовых хризантем в стильной упаковке,4.9,742,11,сладкий,хризантема,4494.0,225,Москва
3586,Букет из 11 кустовых хризантем микс в стильной упаковке,4.9,742,11,сладкий,хризантема,4494.0,225,Москва
3592,Букет из 25 кустовых хризантем микс в стильной упаковке,4.5,939,25,сладкий,хризантема,9671.0,484,Москва
3593,Букет из 35 кустовых хризантем микс в стильной упаковке,4.7,664,35,сладкий,хризантема,13356.0,668,Москва
3582,Букет из 7 белых кустовых хризантем в стильной упаковке,4.9,558,7,сладкий,хризантема,3108.0,156,Москва
2945,Букет из 11 белых кустовых хризантем Сантини в упаковке,4.6,763,11,сладкий,хризантема,3717.0,186,Москва
3949,Букет из 35 белых кустовых хризантем Балтика в стильной упаковке,4.9,876,35,сладкий,хризантема,13356.0,668,Москва
5049,Букет из 21 хризантемы Бакарди в стильной упаковке,4.6,165,21,сладкий,хризантема,8180.0,409,Москва
3580,Букет из 5 белых кустовых хризантем в стильной упаковке,4.6,530,5,сладкий,хризантема,2426.0,122,Москва
3587,Букет из 15 белых кустовых хризантем в стильной упаковке,4.9,820,15,сладкий,хризантема,5996.0,300,Москва
3948,Букет из 25 белых кустовых хризантем Балтика в стильной упаковке,5.0,837,25,сладкий,хризантема,9671.0,484,Москва
3733,Букет из 15 белых кустовых хризантем Сантини в стильной упаковке,4.7,572,15,сладкий,хризантема,4604.0,231,Москва
3734,Букет из 25 белых кустовых хризантем Сантини в стильной упаковке,4.5,820,25,сладкий,хризантема,7077.0,354,Москва
3589,Букет из 19 кустовых хризантем микс в стильной упаковке,4.7,889,19,сладкий,хризантема,7371.0,369,Москва
3591,Букет из 29 кустовых хризантем нежный микс в стильной упаковке,4.9,857,29,сладкий,хризантема,11057.0,553,Москва
3735,Букет из 51 белой кустовой хризантемы Сантини в стильной упаковке,5.0,562,51,сладкий,хризантема,13582.0,680,Москва
3594,Букет из 51 кустовой хризантемы микс в стильной упаковке,5.0,766,51,сладкий,хризантема,19121.0,957,Москва
4284,Букет из 9 кустовых хризантем Сантини микс в стильной упаковке,4.5,359,9,сладкий,хризантема,3077.0,154,Москва
2405,Букет из 15 кустовых хризантем Сантини микс в стильной упаковке,5.0,667,15,сладкий,хризантема,4604.0,231,Москва
2395,Букет из 25 кустовых хризантем Сантини микс в стильной упаковке,4.5,635,25,сладкий,хризантема,7077.0,354,Москва
2401,Букет из 49 кустовых хризантем Сантини микс в стильной упаковке,4.9,797,49,сладкий,хризантема,12868.0,644,Москва
4656,Букет из 25 белых кустовых хризантем Сантини под ленту,5.0,1,25,сладкий,хризантема,6384.0,320,Москва
4655,Букет из 25 фиолетовых кустовых хризантем Сантини под ленту,5.0,1,25,сладкий,хризантема,6384.0,320,Москва
3951,Букет из 51 белой кустовой хризантемы Балтика в стильной упаковке,5.0,748,51,сладкий,хризантема,22061.0,1104,Москва
2947,Букет из 75 белых кустовых хризантем Сантини в стильной упаковке,4.6,531,75,сладкий,хризантема,19378.0,969,Москва
123,Сантини белая ромашка,5.0,751,,сладкий,хризантема,251.0,13,Москва
78,Сантини микс,5.0,944,,сладкий,хризантема,251.0,13,Москва
147,Хризантема Бакарди желтая,4.7,908,7,сладкий,хризантема,377.0,19,Москва
3487,Хризантема Бакарди яркий микс,4.7,742,11,сладкий,хризантема,377.0,19,Москва
3484,Хризантема Бакарди белая,4.9,608,7,сладкий,хризантема,377.0,19,Москва
49,Хризантема кустовая фиолетовая,4.6,749,5,сладкий,хризантема,377.0,19,Москва
77,Хризантема кустовая белая,4.9,540,11,сладкий,хризантема,377.0,19,Москва
148,Хризантема кустовая микс,4.5,680,11,сладкий,хризантема,377.0,19,Москва
4615,Букет из 25 белых хризантем Сантини в коробке,4.7,105,25,сладкий,хризантема,7445.0,373,Москва
5302,Букет цветов Нежный закат,4.8,186,9,сладкий,гвоздика,2604.0,131,Москва
3982,Букет из 25 розовых гвоздик в стильной упаковке,4.7,599,25,сладкий,гвоздика,3290.0,165,Москва
5279,Букет цветов Любящее сердце,4.6,167,7,сладкий,гвоздика,2121.0,107,Москва
5280,Букет цветов Гармония нежности,4.7,171,11,сладкий,гвоздика,3717.0,186,Москва
3981,Букет из 51 розовой и белой гвоздики в стильной упаковке,4.5,413,51,сладкий,гвоздика,5490.0,275,Москва
3978,Букет из 25 белых гвоздик в стильной упаковке,4.7,513,25,сладкий,гвоздика,4384.0,220,Москва
5515,Букет цветов Нежные ноты,4.6,166,7,сладкий,"гвоздика, эвкалипт",2489.0,125,Москва
5303,Букет цветов Струны сердца,4.6,166,15,сладкий,гвоздика,4499.0,225,Москва
3979,Букет из 25 розовых и белых гвоздик в стильной упаковке,5.0,315,25,сладкий,гвоздика,3290.0,165,Москва
5047,Букет из 9 розовых и белых гвоздик в стильной упаковке,4.3,164,9,сладкий,гвоздика,2116.0,106,Москва
3681,Букет из 15 гвоздик микс в стильной упаковке,4.5,725,15,сладкий,гвоздика,3449.0,173,Москва
3977,Букет из 15 розовых и белых гвоздик в стильной упаковке,4.7,713,15,сладкий,гвоздика,3449.0,173,Москва
3975,Букет из 15 белых гвоздик в стильной упаковке с зеленью,4.8,739,15,сладкий,гвоздика,3623.0,182,Москва
3976,Букет из 15 розовых гвоздик в стильной упаковке с зеленью,4.8,572,15,сладкий,гвоздика,3623.0,182,Москва
2745,Букет из 25 красных гвоздик в стильной упаковке,4.5,594,25,сладкий,гвоздика,4384.0,220,Москва
2751,Букет из 25 диантусов микс с зеленью в дизайнерской упаковке,4.7,342,25,сладкий,гвоздика,5807.0,291,Москва
2748,Букет из 35 диантусов (гвоздик) микс в стильной упаковке,4.8,496,35,сладкий,гвоздика,6542.0,328,Москва
3983,Букет из 35 розовых гвоздик в стильной упаковке,4.7,695,35,сладкий,гвоздика,6542.0,328,Москва
3980,Букет из 35 розовых и белых гвоздик в стильной упаковке,4.7,382,35,сладкий,гвоздика,6542.0,328,Москва
3682,Букет из 35 диантусов микс с зеленью в дизайнерской упаковке,4.5,570,35,сладкий,гвоздика,7135.0,357,Москва
3987,Букет из 51 белой гвоздики в стильной упаковке,5.0,309,51,сладкий,гвоздика,8642.0,433,Москва
2795,Букет из 51 диантуса (гвоздики) нежный микс в дизайнерской упаковке,4.7,734,51,сладкий,гвоздика,8642.0,433,Москва
2746,Букет из 51 диантуса микс с зеленью в стильной упаковке,4.9,426,51,сладкий,гвоздика,9623.0,482,Москва
13,Гвоздика белая,4.5,640,21,сладкий,гвоздика,177.0,9,Москва
3538,Гвоздика зелёная,5.0,451,21,сладкий,гвоздика,177.0,9,Москва
12,Гвоздика розовая,4.5,538,21,сладкий,гвоздика,177.0,9,Москва
14,Гвоздика красная,4.9,727,21,сладкий,гвоздика,177.0,9,Москва
2253,Гвоздика микс,4.9,427,33,сладкий,гвоздика,177.0,9,Москва
131,Гвоздика кустовая микс,4.8,555,35,сладкий,"гвоздика, хризантема",177.0,9,Москва
4960,Букет экспресс Значительная,4.9,513,7,свежий,гербера,2363.0,119,Москва
5638,Букет из 3 гербер стандарт микс в упаковке с зеленью,4.8,165,3,свежий,гербера,2132.0,107,Москва
3953,Букет из 7 белых мини гербер в стильной упаковке с зеленью,4.7,733,7,свежий,гербера,2478.0,124,Москва
5637,Букет из 3 гербер стандарт с эвкалиптом в упаковке,4.2,185,3,свежий,"гербера, эвкалипт",2247.0,113,Москва
1881,Букет из 15 гербер стандарт микс в стильной упаковке,4.5,536,15,свежий,гербера,3390.0,170,Москва
1680,Букет из 25 гербер стандарт микс в стильной упаковке,4.8,530,25,свежий,гербера,5965.0,299,Москва
5708,Букет из 15 гербер стандарт микс в стильной упаковке с зеленью,4.8,185,15,свежий,"гербера, эвкалипт",5240.0,262,Москва
2773,Букет из 101 герберы мини микс в стильной упаковке,4.5,388,101,свежий,гербера,24371.0,1219,Москва
5043,Букет из 5 гербер стандарт микс в стильной упаковке,4.2,171,5,свежий,гербера,1901.0,96,Москва
5044,Букет из 9 гербер стандарт микс в стильной упаковке,4.3,164,9,свежий,гербера,3281.0,165,Москва
1965,Букет из 7 гербер стандарт микс в стильной упаковке с зеленью,4.9,516,7,свежий,гербера,3056.0,153,Москва
3957,Букет из 9 оранжевых мини гербер в стильной упаковке с зеленью,4.7,516,9,свежий,гербера,3140.0,157,Москва
1977,Букет из 9 гербер стандарт микс в стильной упаковке с зеленью,5.0,388,9,свежий,гербера,3875.0,194,Москва
3971,Букет из 15 мини гербер микс в стильной упаковке,4.8,511,2,свежий,гербера,3911.0,196,Москва
